FOLDER NAME,FILE NAME,START TIME,END TIME,SLIDING WINDOW TIME,TOL,PCA,BPM
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,155.0,245.0,90.0,0.27,8,47.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,0.0,90.0,90.0,0.27,9,84.00000000000001
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,5.0,95.0,90.0,0.27,9,86.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,10.0,100.0,90.0,0.27,9,85.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,15.0,105.0,90.0,0.27,9,85.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,20.0,110.0,90.0,0.27,9,85.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,25.0,115.0,90.0,0.27,9,66.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,30.0,120.0,90.0,0.27,9,66.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,35.0,125.0,90.0,0.27,9,85.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,40.0,130.0,90.0,0.27,9,71.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,45.0,135.0,90.0,0.27,9,66.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,50.0,140.0,90.0,0.27,9,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,55.0,145.0,90.0,0.27,9,86.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,60.0,150.0,90.0,0.27,9,102.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,65.0,155.0,90.0,0.27,9,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,70.0,160.0,90.0,0.27,9,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,75.0,165.0,90.0,0.27,9,155.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,80.0,170.0,90.0,0.27,9,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,85.0,175.0,90.0,0.27,9,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,90.0,180.0,90.0,0.27,9,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,95.0,185.0,90.0,0.27,9,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,100.0,190.0,90.0,0.27,9,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,105.0,195.0,90.0,0.27,9,87.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,110.0,200.0,90.0,0.27,9,87.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,115.0,205.0,90.0,0.27,9,89.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,120.0,210.0,90.0,0.27,9,89.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,125.0,215.0,90.0,0.27,9,87.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,130.0,220.0,90.0,0.27,9,90.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,135.0,225.0,90.0,0.27,9,90.66666666666666
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,140.0,230.0,90.0,0.27,9,90.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,145.0,235.0,90.0,0.27,9,140.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,150.0,240.0,90.0,0.27,9,90.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,0.0,90.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,5.0,95.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,10.0,100.0,90.0,0.27,9,120.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,15.0,105.0,90.0,0.27,9,120.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,20.0,110.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,25.0,115.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,30.0,120.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,35.0,125.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,40.0,130.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,45.0,135.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,50.0,140.0,90.0,0.27,9,119.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,55.0,145.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,60.0,150.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,65.0,155.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,70.0,160.0,90.0,0.27,9,60.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,75.0,165.0,90.0,0.27,9,118.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,80.0,170.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,85.0,175.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,90.0,180.0,90.0,0.27,9,120.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,95.0,185.0,90.0,0.27,9,120.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,100.0,190.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,105.0,195.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,110.0,200.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,115.0,205.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,120.0,210.0,90.0,0.27,9,60.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,125.0,215.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,130.0,220.0,90.0,0.27,9,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,135.0,225.0,90.0,0.27,9,61.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,140.0,230.0,90.0,0.27,9,61.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,145.0,235.0,90.0,0.27,9,61.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,150.0,240.0,90.0,0.27,9,61.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,0.0,90.0,90.0,0.27,9,124.00000000000001
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,5.0,95.0,90.0,0.27,9,52.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,10.0,100.0,90.0,0.27,9,149.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,15.0,105.0,90.0,0.27,9,70.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,20.0,110.0,90.0,0.27,9,71.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,25.0,115.0,90.0,0.27,9,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,30.0,120.0,90.0,0.27,9,60.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,35.0,125.0,90.0,0.27,9,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,40.0,130.0,90.0,0.27,9,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,45.0,135.0,90.0,0.27,9,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,50.0,140.0,90.0,0.27,9,74.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,55.0,145.0,90.0,0.27,9,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,60.0,150.0,90.0,0.27,9,63.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,65.0,155.0,90.0,0.27,9,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,70.0,160.0,90.0,0.27,9,74.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,75.0,165.0,90.0,0.27,9,104.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,80.0,170.0,90.0,0.27,9,104.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,85.0,175.0,90.0,0.27,9,100.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,90.0,180.0,90.0,0.27,9,117.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,95.0,185.0,90.0,0.27,9,100.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,100.0,190.0,90.0,0.27,9,100.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,105.0,195.0,90.0,0.27,9,110.00000000000001
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,110.0,200.0,90.0,0.27,9,119.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,115.0,205.0,90.0,0.27,9,140.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,120.0,210.0,90.0,0.27,9,110.00000000000001
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,125.0,215.0,90.0,0.27,9,80.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,130.0,220.0,90.0,0.27,9,83.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,135.0,225.0,90.0,0.27,9,80.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,140.0,230.0,90.0,0.27,9,64.66666666666666
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,145.0,235.0,90.0,0.27,9,73.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,150.0,240.0,90.0,0.27,9,87.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,155.0,245.0,90.0,0.27,9,73.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,0.0,90.0,90.0,0.27,10,84.00000000000001
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,5.0,95.0,90.0,0.27,10,86.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,10.0,100.0,90.0,0.27,10,85.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,15.0,105.0,90.0,0.27,10,52.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,20.0,110.0,90.0,0.27,10,66.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,25.0,115.0,90.0,0.27,10,85.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,30.0,120.0,90.0,0.27,10,66.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,35.0,125.0,90.0,0.27,10,85.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,40.0,130.0,90.0,0.27,10,86.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,45.0,135.0,90.0,0.27,10,86.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,50.0,140.0,90.0,0.27,10,71.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,55.0,145.0,90.0,0.27,10,66.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,60.0,150.0,90.0,0.27,10,48.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,65.0,155.0,90.0,0.27,10,104.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,70.0,160.0,90.0,0.27,10,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,75.0,165.0,90.0,0.27,10,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,80.0,170.0,90.0,0.27,10,156.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,85.0,175.0,90.0,0.27,10,136.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,90.0,180.0,90.0,0.27,10,88.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,95.0,185.0,90.0,0.27,10,88.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,100.0,190.0,90.0,0.27,10,136.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,105.0,195.0,90.0,0.27,10,90.66666666666666
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,110.0,200.0,90.0,0.27,10,87.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,115.0,205.0,90.0,0.27,10,100.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,120.0,210.0,90.0,0.27,10,89.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,125.0,215.0,90.0,0.27,10,89.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,130.0,220.0,90.0,0.27,10,90.66666666666666
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,135.0,225.0,90.0,0.27,10,90.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,140.0,230.0,90.0,0.27,10,112.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,145.0,235.0,90.0,0.27,10,90.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,150.0,240.0,90.0,0.27,10,90.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,0.0,90.0,90.0,0.27,10,60.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,5.0,95.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,10.0,100.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,15.0,105.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,20.0,110.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,25.0,115.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,30.0,120.0,90.0,0.27,10,120.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,35.0,125.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,40.0,130.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,45.0,135.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,50.0,140.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,55.0,145.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,60.0,150.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,65.0,155.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,70.0,160.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,75.0,165.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,80.0,170.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,85.0,175.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,90.0,180.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,95.0,185.0,90.0,0.27,10,60.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,100.0,190.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,105.0,195.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,110.0,200.0,90.0,0.27,10,120.66666666666666
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,115.0,205.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,120.0,210.0,90.0,0.27,10,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,125.0,215.0,90.0,0.27,10,120.66666666666666
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,130.0,220.0,90.0,0.27,10,120.66666666666666
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,135.0,225.0,90.0,0.27,10,61.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,140.0,230.0,90.0,0.27,10,61.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,145.0,235.0,90.0,0.27,10,61.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,150.0,240.0,90.0,0.27,10,61.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,0.0,90.0,90.0,0.27,10,46.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,5.0,95.0,90.0,0.27,10,78.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,10.0,100.0,90.0,0.27,10,137.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,15.0,105.0,90.0,0.27,10,149.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,20.0,110.0,90.0,0.27,10,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,25.0,115.0,90.0,0.27,10,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,30.0,120.0,90.0,0.27,10,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,35.0,125.0,90.0,0.27,10,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,40.0,130.0,90.0,0.27,10,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,45.0,135.0,90.0,0.27,10,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,50.0,140.0,90.0,0.27,10,52.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,55.0,145.0,90.0,0.27,10,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,60.0,150.0,90.0,0.27,10,97.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,65.0,155.0,90.0,0.27,10,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,70.0,160.0,90.0,0.27,10,45.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,75.0,165.0,90.0,0.27,10,97.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,80.0,170.0,90.0,0.27,10,97.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,85.0,175.0,90.0,0.27,10,110.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,90.0,180.0,90.0,0.27,10,84.00000000000001
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,95.0,185.0,90.0,0.27,10,100.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,100.0,190.0,90.0,0.27,10,73.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,105.0,195.0,90.0,0.27,10,54.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,110.0,200.0,90.0,0.27,10,83.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,115.0,205.0,90.0,0.27,10,110.00000000000001
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,120.0,210.0,90.0,0.27,10,83.33333333333333
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,125.0,215.0,90.0,0.27,10,73.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,130.0,220.0,90.0,0.27,10,73.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,135.0,225.0,90.0,0.27,10,73.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,140.0,230.0,90.0,0.27,10,73.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,145.0,235.0,90.0,0.27,10,134.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,150.0,240.0,90.0,0.27,10,87.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/008/,008.csv,155.0,245.0,90.0,0.27,10,78.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,0.0,90.0,90.0,0.27,11,86.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,5.0,95.0,90.0,0.27,11,66.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,10.0,100.0,90.0,0.27,11,85.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,15.0,105.0,90.0,0.27,11,85.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,20.0,110.0,90.0,0.27,11,52.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,25.0,115.0,90.0,0.27,11,52.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,30.0,120.0,90.0,0.27,11,86.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,35.0,125.0,90.0,0.27,11,66.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,40.0,130.0,90.0,0.27,11,66.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,45.0,135.0,90.0,0.27,11,66.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,50.0,140.0,90.0,0.27,11,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,55.0,145.0,90.0,0.27,11,85.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,60.0,150.0,90.0,0.27,11,85.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,65.0,155.0,90.0,0.27,11,90.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,70.0,160.0,90.0,0.27,11,155.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,75.0,165.0,90.0,0.27,11,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,80.0,170.0,90.0,0.27,11,48.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,85.0,175.0,90.0,0.27,11,88.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,90.0,180.0,90.0,0.27,11,88.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,95.0,185.0,90.0,0.27,11,88.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,100.0,190.0,90.0,0.27,11,100.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,105.0,195.0,90.0,0.27,11,89.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,110.0,200.0,90.0,0.27,11,87.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,115.0,205.0,90.0,0.27,11,120.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,120.0,210.0,90.0,0.27,11,90.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,125.0,215.0,90.0,0.27,11,90.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,130.0,220.0,90.0,0.27,11,114.00000000000001
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,135.0,225.0,90.0,0.27,11,87.33333333333334
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,140.0,230.0,90.0,0.27,11,88.66666666666667
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,145.0,235.0,90.0,0.27,11,90.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/004/,004.csv,150.0,240.0,90.0,0.27,11,100.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,0.0,90.0,90.0,0.27,11,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,5.0,95.0,90.0,0.27,11,60.666666666666664
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,10.0,100.0,90.0,0.27,11,120.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,15.0,105.0,90.0,0.27,11,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,20.0,110.0,90.0,0.27,11,120.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,25.0,115.0,90.0,0.27,11,59.333333333333336
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,30.0,120.0,90.0,0.27,11,120.0
Inputs_ippg/fps/60_downsample_60fps_to_20fps/007/,007.csv,35.0,125.0,90.0,0.27,11,59.333333333333336
